time	plasma_radioactivity	whole_blood_radioactivity	whole_blood_11CO2	plasma_leucine
0.0	0.0	0.0	0.0	108.33
14.5	0.23902	0.02812	n/a	n/a
22.0	8.59399	1.33459	n/a	n/a
32.0	39.8823	18.23767	n/a	n/a
41.0	79.4686	54.4862	n/a	n/a
50.0	102.4937	78.7175	n/a	n/a
59.0	120.1723	97.4025	n/a	108.33
69.0	134.6911	106.7524	n/a	n/a
79.0	155.5073	127.243	n/a	n/a
87.0	171.939	141.2475	n/a	n/a
96.0	175.2209	149.5614	n/a	n/a
104.5	179.3094	149.6539	n/a	n/a
114.0	188.4854	163.7768	0.69042	n/a
124.5	198.5309	166.833	n/a	n/a
135.5	211.5586	177.4742	n/a	n/a
145.0	193.9651	174.5586	n/a	n/a
154.0	165.6823	150.183	n/a	n/a
164.0	141.7137	126.6288	n/a	n/a
172.5	124.7159	110.3192	n/a	n/a
180.5	115.6879	102.0719	n/a	110.26
189.5	107.6774	95.5155	n/a	n/a
199.0	101.6279	89.7435	n/a	n/a
209.0	97.2878	85.2776	n/a	n/a
218.0	92.5333	80.8598	n/a	n/a
228.0	89.1293	77.5853	1.35013	n/a
291.0	70.374	60.6652	n/a	109.13
356.5	61.7937	53.6389	1.7501	n/a
481.5	46.5349	41.1329	2.07977	n/a
601.5	37.6845	34.39335	1.55326	108.61
720.5	31.83258	29.26404	2.29326	n/a
902.5	25.55109	24.0278	1.95323	108.62
1199.5	18.23508	17.0348	1.6428	113.65
1502.5	14.72822	14.08146	1.65427	n/a
1802.0	12.16819	12.84899	1.92807	116.09
2130.0	10.48173	12.2174	1.72531	n/a
2402.5	9.78946	12.14747	1.64946	116.47
2991.0	8.39567	12.98293	1.47445	116.63
3616.0	7.20723	13.18828	1.41044	118.81
4196.5	6.51052	13.73736	1.53513	119.72
4794.5	5.73648	14.28422	1.23506	118.45
5338.0	4.8544	15.12005	1.21693	117.2
