time	plasma_radioactivity	whole_blood_radioactivity	whole_blood_11CO2	plasma_leucine
0.0	0.0	0.0	0.0	106.25
15.5	0.0	0.00185	n/a	n/a
25.0	0.0	0.00592	n/a	n/a
35.0	1.2025	0.01406	n/a	n/a
44.0	22.02684	9.91082	n/a	n/a
53.5	43.8598	29.04537	n/a	n/a
62.5	61.642	44.2742	n/a	106.25
73.0	75.036	55.6036	n/a	n/a
81.5	87.5198	65.5936	n/a	n/a
90.5	95.4489	71.3286	n/a	n/a
100.0	108.4951	82.4804	n/a	n/a
109.0	118.2557	90.6093	n/a	n/a
118.5	127.5168	103.0709	0.29822	n/a
129.0	130.0217	104.1735	n/a	n/a
138.0	130.9689	104.8247	n/a	n/a
147.5	124.2941	103.3299	n/a	n/a
156.5	103.0339	88.0008	n/a	n/a
165.0	90.6833	75.4652	n/a	n/a
174.5	81.9328	69.3417	n/a	n/a
183.0	75.6539	63.8472	n/a	n/a
192.5	72.0538	61.3238	n/a	n/a
201.5	67.2808	57.017	n/a	n/a
210.5	62.5226	53.058	n/a	n/a
219.0	60.1213	50.5642	n/a	n/a
228.5	56.4842	47.7152	0.56166	n/a
296.0	42.8349	36.65442	n/a	104.34
362.5	34.34784	29.81904	0.73038	n/a
480.5	26.64185	28.70756	0.82103	n/a
597.5	21.24429	18.68278	0.8473	104.55
722.0	17.74446	15.77458	0.888	n/a
900.5	14.93505	13.17422	0.8954	n/a
1195.0	11.95951	10.5006	0.97495	108.82
1490.0	10.06548	9.03688	0.88356	n/a
1819.5	8.65356	8.24841	0.80031	108.87
2101.5	7.474	7.96018	0.87357	n/a
2393.5	6.85869	7.74003	0.7733	110.71
3001.5	5.76201	8.15406	0.70929	109.89
3599.0	5.00684	8.3731	0.70448	n/a
4201.0	4.39338	8.89332	0.67303	107.5
4799.0	3.89869	9.44832	0.63196	106.31
5177.0	3.93606	9.46053	0.57905	108.26
