time	plasma_radioactivity	whole_blood_radioactivity	whole_blood_11CO2	plasma_leucine
0.0	0.0	0.0	0.0	97.93
13.0	0.0	0.01147	n/a	n/a
22.5	1.18252	0.03071	n/a	n/a
33.0	35.03678	11.29684	n/a	n/a
45.0	70.3222	47.2157	n/a	n/a
55.5	87.2053	67.2734	n/a	n/a
66.5	100.1627	77.4003	n/a	100.87
78.0	113.4494	89.2551	n/a	n/a
89.0	128.6379	101.0618	n/a	n/a
99.0	142.9236	116.9422	n/a	n/a
109.0	162.1969	120.3721	n/a	n/a
119.0	169.8337	143.708	n/a	n/a
128.5	157.6607	130.721	0.51467	n/a
139.5	148.9287	127.4021	n/a	n/a
149.0	129.3964	112.4689	n/a	n/a
158.5	113.6825	98.5532	n/a	n/a
169.5	102.2051	90.0617	n/a	n/a
179.0	91.3086	78.9469	n/a	100.22
189.0	84.3748	72.5755	n/a	n/a
199.0	78.3253	68.3575	n/a	n/a
209.0	74.1924	68.1059	n/a	n/a
219.0	70.6589	60.458	n/a	n/a
228.5	67.9838	61.7974	n/a	n/a
237.0	65.8711	55.7553	n/a	n/a
247.5	62.1378	52.4771	0.86432	n/a
298.0	52.2366	44.8403	n/a	100.39
356.0	44.8181	38.184	1.07337	n/a
479.0	34.26866	29.82607	1.2247	n/a
599.5	28.53107	24.5495	1.24653	101.53
719.5	24.39373	21.05485	1.46187	n/a
898.5	19.70472	17.54688	1.32497	100.53
1199.0	15.34945	13.83911	1.35494	101.08
1199.0	15.34945	13.83911	1.35494	99.17
1499.5	12.68841	11.80892	1.34754	n/a
1800.5	10.93831	10.99381	1.1877	n/a
2101.0	9.40873	10.08139	1.33015	n/a
2400.5	8.16923	9.81018	1.31498	100.75
3000.5	6.61856	9.81277	1.21619	98.99
3595.0	5.64768	9.99962	0.94239	97.96
4196.0	4.72527	9.99962	1.00714	96.74
4801.0	3.95049	10.36629	0.82399	95.85
5403.0	3.54534	10.64157	0.77145	95.43
